amount_minor,payment_failure_count,successful_payment_count,retry_count,customer_tenure_days,historical_recovery_count,historical_recovery_success_count,payment_hour,payment_day_of_week,preferred_payment_method,failure_reason,ground_truth_prob,recovered
2455065,0,15,3,317,1,0,13,1,upi,insufficient_funds,0.265,1
1321044,4,15,1,324,2,2,18,5,card,temporary_gateway_issue,0.8813,1
1460120,5,0,1,53,2,0,21,3,upi,timeout,0.705,0
1571085,5,1,3,84,0,0,18,0,upi,unknown,0.2733,0
4024978,1,2,1,34,0,0,8,6,upi,insufficient_funds,0.3883,0
2718848,2,19,1,76,0,0,6,1,upi,gateway_error,0.8717,1
1590973,3,16,3,353,1,0,13,5,upi,gateway_error,0.6097,0
3071152,2,19,0,197,3,3,4,3,upi,temporary_gateway_issue,0.7917,1
3594945,1,0,1,286,2,1,17,1,upi,insufficient_funds,0.155,0
1399488,2,19,3,88,4,4,8,2,upi,checkout_abandoned,0.4817,1
2097068,0,5,2,235,0,0,20,4,card,temporary_gateway_issue,0.835,1
653336,2,14,0,232,1,1,6,0,card,temporary_gateway_issue,0.8812,0
946689,2,13,2,7,1,1,8,4,upi,insufficient_funds,0.3383,0
3421533,3,19,1,292,1,0,3,4,upi,checkout_abandoned,0.5073,1
948119,0,14,0,38,4,1,16,2,upi,insufficient_funds,0.625,1
2649558,0,13,3,52,4,0,11,2,upi,gateway_error,0.665,0
3559778,2,4,1,143,0,0,5,2,upi,gateway_error,0.5883,1
579040,5,5,3,221,4,3,17,3,netbanking,insufficient_funds,0.05,0
2858195,3,16,0,240,0,0,7,1,upi,user_abandoned,0.8197,1
1319985,2,10,2,143,4,3,20,6,unknown,temporary_gateway_issue,0.7767,1
4816488,2,15,1,349,4,2,14,0,upi,insufficient_funds,0.4638,1
2443550,1,11,1,363,4,4,2,2,netbanking,timeout,0.5758,1
4039663,1,14,3,49,0,0,1,5,card,insufficient_funds,0.05,0
2773621,5,3,0,277,2,0,23,0,upi,gateway_error,0.8063,1
264892,3,17,3,271,0,0,22,6,upi,checkout_abandoned,0.4625,1
3184099,4,2,0,14,2,2,8,0,card,insufficient_funds,0.2917,0
4759446,1,7,1,298,1,1,7,0,netbanking,card_expired,0.5112,1
3027978,4,2,0,15,1,0,3,2,upi,timeout,0.5917,1
4104984,0,7,1,234,0,0,1,2,upi,unknown,0.455,0
4426821,1,17,0,63,2,0,13,1,upi,insufficient_funds,0.6056,1
1178994,1,9,2,196,2,0,1,6,upi,insufficient_funds,0.15,0
1099621,3,19,0,27,2,2,1,2,wallet,temporary_gateway_issue,0.6773,1
3074355,5,16,2,93,1,1,21,2,card,temporary_gateway_issue,0.7517,0
2084590,4,7,0,105,0,0,6,0,upi,temporary_gateway_issue,0.8977,1
4207313,1,10,0,309,3,1,11,1,upi,unknown,0.7432,1
4505114,1,4,3,52,2,0,5,4,upi,user_abandoned,0.245,1
1799435,3,12,3,319,2,2,17,2,netbanking,temporary_gateway_issue,0.495,0
1222509,3,4,1,181,3,2,3,5,wallet,temporary_gateway_issue,0.455,0
3913601,5,12,3,57,0,0,18,2,upi,gateway_error,0.7121,1
1410289,4,5,0,120,2,0,12,4,upi,user_abandoned,0.7194,1
4121940,0,4,3,308,0,0,19,0,wallet,temporary_gateway_issue,0.715,1
2147504,5,8,0,363,2,2,20,6,upi,insufficient_funds,0.6404,1
3354372,0,15,2,43,4,0,22,1,upi,checkout_abandoned,0.635,0
522899,2,1,0,135,2,1,1,0,upi,insufficient_funds,0.1917,1
3138103,1,0,1,260,4,1,7,6,upi,user_abandoned,0.405,0
2286250,4,7,2,197,0,0,18,3,upi,insufficient_funds,0.4077,1
2953711,5,18,1,133,2,1,8,2,wallet,card_expired,0.4789,0
881670,1,10,1,255,1,1,3,6,card,insufficient_funds,0.1732,0
3697525,4,11,1,220,1,0,15,5,upi,temporary_gateway_issue,0.8117,0
4320845,4,11,3,336,3,0,18,6,upi,unknown,0.4717,1
1122862,4,6,1,41,1,0,9,3,card,timeout,0.665,1
523787,1,12,2,255,4,0,5,2,upi,temporary_gateway_issue,0.5581,1
167011,5,7,0,2,1,1,15,3,upi,temporary_gateway_issue,0.8792,1
3227758,3,8,1,195,1,0,9,4,upi,gateway_error,0.8095,1
3055115,1,6,2,242,1,0,12,2,card,card_expired,0.385,1
2756152,4,14,1,149,2,0,8,5,upi,temporary_gateway_issue,0.8272,1
1198138,5,1,0,198,3,1,6,2,upi,user_abandoned,0.5833,0
1984984,2,19,2,299,0,0,3,3,upi,temporary_gateway_issue,0.5517,0
2992657,0,11,2,245,3,1,18,1,upi,temporary_gateway_issue,0.935,1
2508995,4,0,0,338,4,1,3,3,wallet,card_expired,0.125,1
4939538,2,7,2,108,2,2,18,2,card,insufficient_funds,0.3572,0
725376,3,4,0,212,2,0,18,2,upi,user_abandoned,0.875,1
3490965,4,14,2,156,1,0,11,6,upi,insufficient_funds,0.3072,1
2051377,2,0,2,26,1,1,12,1,card,gateway_error,0.335,0
2169588,4,0,0,82,4,2,3,0,upi,insufficient_funds,0.075,0
3602108,1,9,0,83,2,1,9,1,netbanking,gateway_error,0.89,1
3477558,5,9,2,131,0,0,20,0,card,temporary_gateway_issue,0.71,1
4956717,2,14,2,329,3,2,6,5,upi,gateway_error,0.7412,0
685551,5,16,0,100,2,1,4,2,wallet,timeout,0.6417,1
565342,1,5,3,256,0,0,16,6,upi,gateway_error,0.6067,1
3635477,1,2,0,49,0,0,17,4,upi,temporary_gateway_issue,0.9083,1
2913015,5,12,2,63,3,3,10,4,card,temporary_gateway_issue,0.5821,0
1407095,2,15,2,311,0,0,14,3,netbanking,gateway_error,0.6438,1
443125,5,7,2,290,4,1,20,1,card,gateway_error,0.6892,1
474008,5,14,0,105,0,0,21,1,card,temporary_gateway_issue,0.95,1
4476244,0,16,2,105,4,2,6,4,upi,gateway_error,0.785,1
999743,2,16,3,325,0,0,17,0,upi,gateway_error,0.6261,0
1650689,0,12,1,15,1,1,5,1,upi,gateway_error,0.705,0
1171949,4,16,3,175,0,0,17,0,card,user_abandoned,0.345,0
1807231,5,5,0,259,4,2,15,0,upi,timeout,0.85,1
393648,4,16,2,211,0,0,1,0,upi,insufficient_funds,0.115,0
2619345,2,15,0,259,0,0,18,0,wallet,checkout_abandoned,0.8838,0
384682,5,13,1,102,0,0,0,6,upi,gateway_error,0.8078,1
4011764,4,12,0,260,4,1,10,3,upi,temporary_gateway_issue,0.9375,1
1206874,3,5,2,344,0,0,19,3,upi,user_abandoned,0.6537,1
2723058,1,2,1,159,3,2,4,6,upi,timeout,0.5883,0
4406391,5,13,1,45,3,0,15,4,upi,unknown,0.5578,1
3271842,1,13,2,301,4,0,22,3,upi,checkout_abandoned,0.61,1
2688141,0,14,2,251,1,1,0,5,upi,gateway_error,0.785,1
1655452,4,7,2,331,3,2,18,6,upi,unknown,0.5577,1
1698359,0,14,0,165,2,0,13,1,upi,checkout_abandoned,0.875,1
3363960,5,12,3,193,3,2,2,5,upi,temporary_gateway_issue,0.3621,1
4970989,1,16,0,9,2,1,1,6,upi,unknown,0.5544,1
3326103,1,2,0,65,4,2,23,3,upi,gateway_error,0.9083,1
2811027,4,5,3,282,1,1,4,1,upi,timeout,0.3094,0
3666720,5,4,2,181,2,2,16,1,netbanking,temporary_gateway_issue,0.4906,1
2352767,3,16,2,282,2,1,17,0,netbanking,gateway_error,0.6297,0
347704,3,1,3,279,3,3,0,4,upi,insufficient_funds,0.05,0
2833369,4,14,3,30,2,2,14,0,upi,temporary_gateway_issue,0.5872,1
4790245,5,4,0,266,4,1,21,6,card,timeout,0.8806,1
917749,4,19,1,328,4,1,8,0,card,insufficient_funds,0.3441,0
3465524,5,5,3,217,4,4,22,5,wallet,temporary_gateway_issue,0.39,1
1044621,0,5,0,320,3,2,4,3,upi,gateway_error,0.825,1
2702347,4,17,1,105,1,1,12,5,card,timeout,0.7383,1
528548,5,17,2,184,3,2,18,3,netbanking,user_abandoned,0.6055,0
2279336,3,3,2,330,4,2,23,5,upi,timeout,0.61,1
3793008,5,16,0,148,3,1,9,1,upi,timeout,0.9417,1
1770479,5,13,0,105,4,2,19,3,upi,insufficient_funds,0.6778,1
3341313,4,13,3,47,0,0,20,3,upi,temporary_gateway_issue,0.7326,0
3987477,0,12,2,87,0,0,13,5,upi,insufficient_funds,0.385,1
4639530,0,6,0,309,2,1,21,2,netbanking,unknown,0.825,1
1211478,0,11,2,129,1,1,20,1,upi,card_expired,0.685,1
2026613,0,14,2,258,0,0,11,6,upi,insufficient_funds,0.385,0
804459,2,18,3,314,4,2,10,1,netbanking,insufficient_funds,0.13,1
4962793,4,10,1,147,3,3,22,6,upi,insufficient_funds,0.405,1
4638654,1,14,3,72,3,0,6,2,upi,timeout,0.6417,0
2722787,4,11,0,140,2,2,16,5,upi,insufficient_funds,0.5317,0
4218064,2,2,3,27,3,0,17,5,upi,timeout,0.49,1
2628741,0,16,3,29,0,0,6,1,upi,temporary_gateway_issue,0.665,1
3136749,2,2,2,271,3,1,23,5,netbanking,insufficient_funds,0.11,0
491165,3,18,3,174,0,0,19,4,upi,user_abandoned,0.615,1
3788588,3,19,0,253,0,0,5,4,card,temporary_gateway_issue,0.6773,0
682181,4,3,1,60,1,0,10,6,upi,unknown,0.455,1
4139034,4,2,3,107,2,2,11,2,wallet,gateway_error,0.3317,0
3921039,1,15,3,220,4,1,15,3,card,gateway_error,0.5431,1
3558286,1,11,1,259,0,0,18,4,wallet,insufficient_funds,0.5258,1
228993,3,7,0,146,2,2,22,6,upi,card_expired,0.67,1
1550485,0,16,0,52,4,1,18,5,netbanking,card_expired,0.825,1
1352407,2,6,3,60,3,3,10,2,netbanking,gateway_error,0.4775,1
1832675,1,10,2,34,2,0,15,6,card,gateway_error,0.6532,0
483831,5,17,3,96,2,1,22,6,upi,insufficient_funds,0.1855,0
4687941,1,0,1,89,2,2,11,4,upi,temporary_gateway_issue,0.555,1
2791321,0,2,1,316,3,1,7,0,upi,insufficient_funds,0.505,1
1562345,0,3,1,231,3,2,2,2,upi,insufficient_funds,0.305,1
2015058,4,12,3,275,2,0,1,1,card,insufficient_funds,0.05,0
2263652,2,5,3,246,1,1,5,6,card,temporary_gateway_issue,0.265,0
3022941,0,13,0,111,0,0,15,4,card,gateway_error,0.925,1
2602613,1,4,2,234,3,1,19,1,upi,temporary_gateway_issue,0.865,1
4600990,1,15,3,278,1,0,23,2,upi,gateway_error,0.6431,0
2509969,3,14,0,166,3,1,14,4,upi,insufficient_funds,0.5632,1
4961182,0,14,3,128,2,1,13,1,upi,user_abandoned,0.515,1
4264553,5,3,0,237,1,1,1,3,card,gateway_error,0.5063,0
1082127,4,7,0,291,4,4,19,6,upi,gateway_error,0.95,1
4656446,2,15,2,107,0,0,17,3,card,gateway_error,0.6438,1
626013,5,15,3,128,0,0,13,0,upi,user_abandoned,0.4275,0
4096376,4,3,0,195,3,2,17,5,netbanking,gateway_error,0.725,1
1934085,1,12,1,339,0,0,1,2,upi,unknown,0.4281,1
4395972,5,12,1,143,4,1,0,5,upi,temporary_gateway_issue,0.8021,1
4346880,4,1,1,111,1,0,19,5,upi,temporary_gateway_issue,0.775,1
4039330,1,2,2,90,1,0,1,1,upi,gateway_error,0.4683,0
3960650,1,7,0,251,2,2,8,0,card,insufficient_funds,0.4812,0
1558161,1,14,2,280,1,0,8,2,card,insufficient_funds,0.2617,1
450550,1,10,3,333,3,0,15,3,upi,insufficient_funds,0.2332,0
2044751,1,8,3,224,4,1,10,5,upi,temporary_gateway_issue,0.6261,1
908946,3,6,0,101,2,2,22,1,card,temporary_gateway_issue,0.8083,1
3490007,5,12,1,132,3,3,5,5,upi,temporary_gateway_issue,0.6021,1
1763193,4,1,0,13,3,2,11,4,upi,insufficient_funds,0.345,0
4879270,3,7,0,98,3,1,2,3,netbanking,temporary_gateway_issue,0.62,0
3222811,3,6,0,120,0,0,11,5,upi,timeout,0.9083,0
4121278,0,11,2,293,3,3,22,4,card,temporary_gateway_issue,0.685,1
705997,0,18,3,304,0,0,0,4,card,temporary_gateway_issue,0.565,1
4316971,0,6,0,199,1,1,8,1,netbanking,insufficient_funds,0.525,0
4617648,2,9,0,1,0,0,19,1,card,gateway_error,0.95,1
2460956,0,15,0,60,3,2,21,4,upi,insufficient_funds,0.775,1
3050952,4,2,2,250,4,0,5,0,upi,temporary_gateway_issue,0.3517,0
3835808,3,9,2,140,4,1,10,5,unknown,gateway_error,0.5975,0
915451,4,5,2,149,1,0,2,4,upi,checkout_abandoned,0.2794,0
2537702,5,17,0,44,3,2,3,4,card,temporary_gateway_issue,0.6455,0
2023381,0,17,1,186,0,0,9,1,netbanking,insufficient_funds,0.405,0
774551,2,4,1,108,4,2,18,5,card,user_abandoned,0.6883,0
1869295,5,6,1,44,2,2,5,2,upi,gateway_error,0.5459,1
387452,2,1,3,78,3,2,0,3,upi,user_abandoned,0.2817,0
177768,5,10,0,226,3,0,7,1,upi,gateway_error,0.9083,1
719073,3,12,1,162,2,2,7,5,upi,insufficient_funds,0.435,1
4817419,4,4,1,281,4,3,5,5,wallet,timeout,0.43,0
2770171,1,5,1,253,2,1,16,6,card,checkout_abandoned,0.5967,0
4830819,4,13,0,132,1,1,18,0,card,timeout,0.95,1
2190864,0,11,1,144,0,0,0,3,upi,insufficient_funds,0.505,0
1593489,1,3,1,266,0,0,14,1,upi,insufficient_funds,0.4175,0
2555402,2,5,0,109,4,0,12,1,upi,gateway_error,0.925,1
2225582,3,9,3,194,2,0,20,2,upi,timeout,0.7275,0
573040,3,17,2,35,3,3,2,6,upi,gateway_error,0.5325,0
3222090,2,14,1,275,3,1,1,6,upi,insufficient_funds,0.2612,0
1119389,0,7,2,187,3,1,2,0,upi,timeout,0.585,1
3116960,2,8,3,243,1,0,8,6,upi,user_abandoned,0.445,0
3268495,5,4,3,264,1,0,15,0,unknown,insufficient_funds,0.05,0
802523,0,9,1,10,3,0,23,5,upi,card_expired,0.655,1
353680,1,19,0,166,4,1,12,5,card,gateway_error,0.9075,1
3914769,2,5,3,29,1,1,18,1,upi,gateway_error,0.715,1
2326012,0,15,2,271,1,1,17,2,upi,insufficient_funds,0.385,0
337910,1,2,2,87,0,0,20,1,upi,insufficient_funds,0.4183,0
4974588,2,9,2,23,0,0,11,6,card,timeout,0.6214,0
336013,3,10,2,210,4,2,11,4,upi,card_expired,0.4542,1
3490424,2,10,3,46,1,0,0,5,upi,temporary_gateway_issue,0.6067,0
4919210,4,16,1,28,1,1,19,4,netbanking,timeout,0.885,1
1233941,2,3,1,26,2,2,7,6,upi,gateway_error,0.765,1
754134,4,3,2,266,4,0,16,2,upi,gateway_error,0.585,0
650855,1,16,1,175,4,4,20,1,upi,gateway_error,0.95,1
1551211,2,8,2,4,2,0,19,5,upi,card_expired,0.615,1
550176,1,18,2,311,2,1,21,2,card,insufficient_funds,0.4166,1
3476198,1,4,0,322,0,0,6,1,card,gateway_error,0.855,1
358344,0,5,3,67,4,4,8,1,upi,insufficient_funds,0.265,0
2571639,1,2,3,135,4,4,16,4,upi,temporary_gateway_issue,0.5483,1
4983649,1,0,2,55,2,0,9,3,netbanking,user_abandoned,0.185,0
4079152,2,19,3,31,3,1,3,6,upi,insufficient_funds,0.05,0
3095336,2,15,1,74,3,1,21,0,netbanking,gateway_error,0.9138,1
1565955,3,10,2,19,0,0,6,5,upi,unknown,0.4542,0
3138284,0,12,0,156,3,2,6,0,card,gateway_error,0.925,1
2658855,1,9,1,337,3,0,7,2,wallet,timeout,0.77,1
2159112,0,2,0,156,3,1,23,0,card,insufficient_funds,0.525,0
697016,4,8,0,147,1,0,23,4,upi,gateway_error,0.9083,1
4438690,1,11,3,87,0,0,7,3,card,timeout,0.5358,1
2276434,0,13,3,20,2,2,15,5,card,gateway_error,0.565,1
1013381,3,0,2,269,3,1,11,6,card,user_abandoned,0.185,0
1870408,3,17,3,333,1,0,14,1,upi,temporary_gateway_issue,0.6125,0
2099942,1,16,0,43,3,2,7,1,card,temporary_gateway_issue,0.9044,1
4146312,4,8,0,306,1,0,21,6,upi,timeout,0.95,1
3681391,3,8,1,28,0,0,8,4,upi,gateway_error,0.8095,1
3858059,3,9,0,260,3,0,2,5,card,insufficient_funds,0.2375,0
104604,4,18,2,22,1,0,21,0,upi,user_abandoned,0.7214,1
2109962,0,14,2,101,4,1,20,6,netbanking,timeout,0.835,1
2432653,3,4,3,39,4,0,15,1,netbanking,temporary_gateway_issue,0.415,1
145001,2,14,3,290,1,1,14,0,wallet,timeout,0.5212,1
1336075,5,19,3,353,3,1,23,4,card,checkout_abandoned,0.3421,0
3813434,5,1,2,300,3,2,3,1,upi,gateway_error,0.2933,0
728693,3,12,0,170,0,0,19,2,upi,insufficient_funds,0.705,0
2699785,0,15,3,296,0,0,15,3,upi,gateway_error,0.665,1
1115249,0,14,1,353,2,0,9,0,upi,user_abandoned,0.755,1
109997,1,9,3,130,0,0,10,6,upi,card_expired,0.38,0
1243947,2,13,2,156,3,1,4,5,card,user_abandoned,0.2883,0
4880575,0,9,3,74,2,1,10,0,upi,checkout_abandoned,0.515,1
4017608,4,13,0,342,0,0,12,0,upi,gateway_error,0.9426,1
4799904,2,8,3,90,1,0,14,0,card,gateway_error,0.495,1
2464877,5,13,2,67,4,1,5,6,upi,temporary_gateway_issue,0.4878,1
593194,2,2,2,236,0,0,15,4,upi,temporary_gateway_issue,0.61,0
2762399,4,19,1,200,0,0,14,4,upi,timeout,0.8441,1
2299167,3,15,2,332,1,0,10,5,card,card_expired,0.3767,0
4229567,4,1,1,227,3,2,19,4,card,temporary_gateway_issue,0.675,1
535508,4,9,0,348,1,1,1,6,card,insufficient_funds,0.2173,0
2466793,3,2,2,233,0,0,1,5,upi,card_expired,0.125,0
792740,3,10,3,266,3,1,11,5,card,gateway_error,0.4842,1
1657145,3,10,0,86,2,1,15,4,card,gateway_error,0.8442,1
3699917,3,12,3,102,0,0,18,1,upi,insufficient_funds,0.345,1
2406289,3,6,3,214,1,0,1,4,upi,insufficient_funds,0.05,0
1910647,4,16,3,108,2,2,16,1,card,checkout_abandoned,0.345,1
2002657,1,1,0,165,4,4,13,2,upi,temporary_gateway_issue,0.85,1
2324261,1,11,0,91,2,1,23,4,card,card_expired,0.6458,0
3935831,0,9,2,192,1,0,15,2,upi,insufficient_funds,0.385,0
4465819,1,17,3,335,2,1,4,4,card,gateway_error,0.3456,1
4778906,5,10,1,86,1,0,9,2,upi,gateway_error,0.7883,0
3945171,1,15,2,222,0,0,16,3,upi,gateway_error,0.7631,1
1611264,4,16,0,363,3,3,12,2,upi,gateway_error,0.95,1
3456266,3,18,1,101,4,0,15,1,netbanking,temporary_gateway_issue,0.755,1
2216135,3,17,0,226,3,1,8,0,netbanking,insufficient_funds,0.4725,1
1310619,4,2,1,364,3,0,23,5,card,timeout,0.5717,1
4212314,5,15,2,60,3,1,3,2,card,insufficient_funds,0.05,0
240210,1,5,1,250,1,1,23,0,upi,gateway_error,0.8467,1
4513721,4,11,2,48,1,1,15,6,card,timeout,0.5917,1
2334313,0,10,0,117,4,2,22,3,upi,insufficient_funds,0.625,0
3204147,3,14,1,227,1,1,10,3,upi,checkout_abandoned,0.6932,1
3313801,2,14,3,362,1,1,6,6,upi,checkout_abandoned,0.4712,1
4480832,0,15,3,33,1,1,16,6,upi,card_expired,0.415,0
3201514,5,9,0,44,1,0,21,6,upi,card_expired,0.8,1
3088971,0,11,1,165,0,0,12,1,upi,gateway_error,0.905,1
379927,4,12,3,345,4,3,3,6,upi,gateway_error,0.3775,0
2616119,1,3,2,292,1,1,13,1,card,user_abandoned,0.4475,1
793336,3,6,1,337,4,2,9,2,upi,insufficient_funds,0.3883,0
3700297,5,1,1,344,2,1,9,4,upi,insufficient_funds,0.2133,0
2585498,5,14,3,287,0,0,9,6,netbanking,user_abandoned,0.3229,1
3417127,2,7,2,364,1,0,11,6,upi,timeout,0.7072,1
256280,0,6,2,225,0,0,1,3,netbanking,gateway_error,0.485,1
469720,2,14,2,286,0,0,22,0,card,gateway_error,0.6412,1
3595800,1,13,1,204,2,1,8,4,upi,gateway_error,0.88,1
406817,1,7,0,172,4,0,4,3,upi,card_expired,0.5312,0
402720,2,11,1,12,0,0,7,2,upi,insufficient_funds,0.4512,0
109936,3,12,1,307,3,2,20,6,upi,checkout_abandoned,0.835,1
4784681,1,10,3,121,2,2,13,3,upi,card_expired,0.3832,1
3700666,2,16,0,244,3,3,6,1,upi,gateway_error,0.95,0
1798594,0,16,2,152,2,1,6,0,upi,gateway_error,0.785,1
1517851,2,3,3,152,3,2,8,0,card,insufficient_funds,0.05,0
1781030,2,7,1,188,3,3,2,1,upi,checkout_abandoned,0.4772,0
3884534,4,4,0,13,0,0,13,6,netbanking,gateway_error,0.75,0
3323784,1,15,2,91,0,0,16,6,upi,user_abandoned,0.6131,1
966718,3,3,2,200,2,1,17,4,netbanking,temporary_gateway_issue,0.51,1
911841,3,14,1,74,4,2,11,1,upi,temporary_gateway_issue,0.8432,1
537058,4,11,2,256,0,0,21,6,card,checkout_abandoned,0.5917,0
3318498,5,4,2,276,0,0,13,0,upi,gateway_error,0.5906,1
3833644,3,15,0,328,1,0,12,6,card,timeout,0.8667,1
1361979,2,13,3,329,0,0,13,2,upi,gateway_error,0.6183,1
153677,4,9,0,71,4,2,8,6,upi,user_abandoned,0.7673,1
456749,0,6,3,78,1,0,18,4,upi,user_abandoned,0.665,0
4840907,1,12,3,284,3,3,1,5,upi,user_abandoned,0.2881,1
1512451,1,19,3,130,3,3,10,3,upi,gateway_error,0.6475,1
3857654,1,4,2,43,1,1,16,5,upi,gateway_error,0.715,1
3142084,2,2,0,8,1,1,1,2,upi,insufficient_funds,0.25,1
1940601,0,14,2,13,1,1,18,5,upi,temporary_gateway_issue,0.935,1
1068151,4,3,1,213,2,0,6,6,card,timeout,0.605,1
650862,4,14,0,111,4,1,17,4,wallet,insufficient_funds,0.4472,1
3094314,1,13,3,291,4,1,12,0,upi,gateway_error,0.64,0
3884437,0,19,2,23,3,3,4,0,card,card_expired,0.235,0
3237326,0,18,2,302,3,0,17,2,card,user_abandoned,0.535,1
2674995,0,12,0,254,3,2,22,5,upi,unknown,0.775,1
257658,3,9,0,15,0,0,23,4,upi,temporary_gateway_issue,0.9375,1
4844019,3,4,3,130,3,1,23,3,upi,temporary_gateway_issue,0.515,0
4003635,1,19,3,61,1,0,15,6,netbanking,gateway_error,0.5475,0
1499469,0,19,1,115,3,2,14,5,upi,gateway_error,0.905,0
4900853,5,5,3,320,1,1,7,5,card,temporary_gateway_issue,0.39,1
3029313,0,3,2,308,2,1,14,3,card,unknown,0.435,0
2932992,4,1,1,325,0,0,0,1,upi,gateway_error,0.625,1
3752962,4,15,1,67,0,0,16,6,upi,temporary_gateway_issue,0.8313,0
4068260,1,17,1,249,4,4,14,2,card,gateway_error,0.7856,1
3299569,5,4,0,175,2,0,13,6,upi,temporary_gateway_issue,0.8306,1
684073,0,3,3,339,1,1,13,4,upi,gateway_error,0.665,0
1724424,5,12,1,2,2,2,9,2,upi,insufficient_funds,0.4021,0
4644014,1,18,0,172,0,0,1,3,unknown,insufficient_funds,0.3066,1
1161847,4,1,0,334,1,0,5,4,upi,gateway_error,0.545,1
1892226,4,12,1,284,2,0,16,0,card,gateway_error,0.7175,1
2188780,3,10,1,54,0,0,4,0,upi,timeout,0.6242,1
2225054,1,3,2,67,1,1,4,6,upi,temporary_gateway_issue,0.4975,1
3084050,1,19,1,102,1,1,14,4,netbanking,gateway_error,0.7875,0
4718225,0,19,2,120,0,0,14,2,card,checkout_abandoned,0.535,0
1241428,0,14,1,191,1,1,19,2,upi,insufficient_funds,0.655,0
651431,3,3,1,304,0,0,10,0,card,insufficient_funds,0.23,0
1027478,2,8,3,47,3,1,4,0,upi,user_abandoned,0.245,0
4440278,5,6,1,222,3,1,0,3,card,insufficient_funds,0.2459,0
3246763,2,18,1,21,1,0,10,4,upi,user_abandoned,0.72,1
1465238,2,18,2,158,1,0,10,2,netbanking,checkout_abandoned,0.5,1
4088937,1,5,2,348,0,0,5,3,card,gateway_error,0.4267,1
4313781,5,5,3,159,1,0,22,2,upi,user_abandoned,0.34,0
4240245,1,19,1,235,4,2,7,0,netbanking,gateway_error,0.7875,1
4598686,5,14,1,150,3,0,1,4,unknown,temporary_gateway_issue,0.5129,1
1298593,4,14,2,257,1,0,14,1,upi,user_abandoned,0.5572,0
3787457,1,19,0,165,1,1,22,4,netbanking,checkout_abandoned,0.7575,1
2329670,1,8,0,77,2,0,21,5,netbanking,timeout,0.95,1
4217892,1,3,0,85,1,1,8,1,card,gateway_error,0.8375,0
3656028,3,17,2,46,4,0,14,6,wallet,insufficient_funds,0.2325,0
3893414,1,17,2,47,3,0,7,6,upi,insufficient_funds,0.3656,0
3298001,0,4,0,213,2,1,15,3,card,temporary_gateway_issue,0.925,1
928272,0,19,0,59,0,0,13,1,netbanking,unknown,0.675,1
2747883,5,10,1,54,0,0,14,1,upi,temporary_gateway_issue,0.7883,1
4924115,4,4,2,342,3,0,19,3,upi,gateway_error,0.76,0
4690070,3,3,2,12,0,0,12,4,upi,gateway_error,0.61,1
263709,5,11,0,192,4,4,8,3,netbanking,temporary_gateway_issue,0.8156,1
865833,0,1,0,6,1,0,0,5,card,timeout,0.925,1
702057,3,12,3,309,3,2,5,0,upi,gateway_error,0.395,0
3643600,3,9,2,144,2,2,7,6,upi,card_expired,0.4475,1
4098037,4,8,3,346,1,0,19,0,upi,gateway_error,0.6983,0
1106881,3,9,1,261,0,0,17,6,upi,insufficient_funds,0.4175,1
2553970,1,6,3,73,0,0,17,1,card,card_expired,0.265,0
4211479,3,3,0,174,2,1,16,3,upi,gateway_error,0.85,0
3677367,4,18,2,232,4,2,20,3,netbanking,insufficient_funds,0.3714,1
2734074,5,9,2,270,2,0,15,3,card,card_expired,0.31,0
2972221,4,2,3,362,3,3,12,5,wallet,insufficient_funds,0.05,0
2566384,4,18,3,222,2,2,21,5,upi,insufficient_funds,0.3514,1
1522864,0,1,1,52,0,0,3,4,unknown,user_abandoned,0.455,1
2846858,1,19,1,116,4,1,3,2,upi,unknown,0.4375,1
3459982,0,9,0,26,4,1,20,6,card,gateway_error,0.95,1
4372948,5,1,0,53,2,1,13,2,card,timeout,0.6333,1
3199642,2,1,0,29,3,1,4,2,upi,gateway_error,0.5917,1
3817551,5,16,3,19,0,0,15,6,upi,gateway_error,0.5817,0
842354,1,15,3,303,1,1,13,4,upi,temporary_gateway_issue,0.6431,1
2334709,3,15,2,279,4,1,13,3,card,unknown,0.3767,1
96191,4,13,0,117,2,0,13,2,upi,insufficient_funds,0.5426,0
1271060,2,6,3,106,3,2,23,3,wallet,temporary_gateway_issue,0.4775,0
3645985,1,10,2,309,3,2,13,1,upi,gateway_error,0.7532,1
4959459,0,0,0,227,0,0,18,2,unknown,checkout_abandoned,0.75,1
540931,4,10,1,352,4,3,2,1,upi,temporary_gateway_issue,0.605,1
2037396,5,3,1,186,0,0,16,4,upi,temporary_gateway_issue,0.6863,1
4010351,0,6,3,261,1,1,13,0,upi,user_abandoned,0.515,0
1059976,1,14,2,16,1,0,9,5,netbanking,timeout,0.6617,0
2797670,1,17,1,273,1,1,12,6,card,gateway_error,0.7856,0
3678702,5,11,2,160,3,0,21,4,upi,insufficient_funds,0.4256,0
3099127,2,16,2,358,4,4,3,4,upi,checkout_abandoned,0.3961,0
980722,5,0,1,250,0,0,10,4,upi,checkout_abandoned,0.405,0
1809153,3,10,2,224,0,0,14,2,card,gateway_error,0.6042,0
3929769,0,0,1,256,1,1,14,1,upi,temporary_gateway_issue,0.73,1
2793421,2,14,3,180,4,0,23,5,card,gateway_error,0.5212,1
75886,4,9,0,20,4,1,1,2,card,insufficient_funds,0.2173,0
3816904,3,6,0,112,2,1,10,0,netbanking,card_expired,0.5583,1
